userid,eventname,component,action,target,year,month,day,hour,minute,second
78,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,12,19,16,16
141,\core\event\user_login_failed,core,failed,user_login,2020,08,12,20,19,45
141,\core\event\user_loggedin,core,loggedin,user,2020,08,12,20,20,23
141,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,20,20,23
141,\core\event\course_viewed,core,viewed,course,2020,08,12,20,20,27
141,\core\event\course_viewed,core,viewed,course,2020,08,12,20,20,30
141,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,20,22,53
141,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,20,24,24
48,\core\event\user_loggedin,core,loggedin,user,2020,08,12,20,39,07
48,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,20,39,07
139,\core\event\user_loggedin,core,loggedin,user,2020,08,12,20,39,19
139,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,20,39,20
48,\core\event\user_profile_viewed,core,viewed,user_profile,2020,08,12,20,39,21
139,\core\event\course_viewed,core,viewed,course,2020,08,12,20,39,41
139,\core\event\course_viewed,core,viewed,course,2020,08,12,20,39,52
139,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,20,39,57
139,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,20,39,57
139,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,20,39,59
63,\core\event\user_loggedin,core,loggedin,user,2020,08,12,20,40,12
63,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,20,40,12
63,\core\event\course_viewed,core,viewed,course,2020,08,12,20,40,21
141,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,20,40,26
141,\core\event\course_viewed,core,viewed,course,2020,08,12,20,40,31
141,\core\event\course_viewed,core,viewed,course,2020,08,12,20,40,32
141,\core\event\course_viewed,core,viewed,course,2020,08,12,20,40,38
63,\core\event\course_viewed,core,viewed,course,2020,08,12,20,40,44
63,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,20,40,47
63,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,20,40,47
63,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,20,40,48
48,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,20,42,48
48,\core\event\course_viewed,core,viewed,course,2020,08,12,20,43,07
48,\core\event\course_viewed,core,viewed,course,2020,08,12,20,43,29
48,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,20,43,32
48,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,20,43,33
141,\core\event\course_viewed,core,viewed,course,2020,08,12,20,43,40
141,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,20,43,41
141,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,20,43,41
141,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,20,43,43
48,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,20,43,58
48,\core\event\course_viewed,core,viewed,course,2020,08,12,20,44,07
48,\core\event\course_viewed,core,viewed,course,2020,08,12,20,44,08
48,\core\event\course_viewed,core,viewed,course,2020,08,12,20,44,18
48,\core\event\course_viewed,core,viewed,course,2020,08,12,20,44,19
48,\core\event\course_viewed,core,viewed,course,2020,08,12,20,44,24
48,\mod_lesson\event\lesson_started,mod_lesson,started,lesson,2020,08,12,20,44,28
48,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,12,20,44,28
48,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,12,20,44,28
48,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,12,20,45,54
48,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,12,20,45,54
48,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,08,12,20,45,55
48,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,12,20,56,43
48,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,12,20,56,43
48,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,08,12,20,56,44
57,\core\event\user_loggedin,core,loggedin,user,2020,08,12,20,57,30
57,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,20,57,35
99,\core\event\user_loggedin,core,loggedin,user,2020,08,12,20,57,41
99,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,20,57,41
99,\core\event\course_viewed,core,viewed,course,2020,08,12,20,57,45
99,\core\event\course_viewed,core,viewed,course,2020,08,12,20,57,47
99,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,20,57,55
99,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,20,57,55
57,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,20,57,59
99,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,20,58,04
141,\core\event\course_viewed,core,viewed,course,2020,08,12,21,00,20
141,\core\event\course_viewed,core,viewed,course,2020,08,12,21,00,22
139,\core\event\user_loggedout,core,loggedout,user,2020,08,12,21,01,12
141,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,01,12
141,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,01,14
0,\core\event\user_password_updated,core,updated,user_password,2020,08,12,21,01,44
142,\core\event\user_loggedin,core,loggedin,user,2020,08,12,21,01,44
142,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,21,02,17
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,02,29
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,02,42
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,02,46
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,02,46
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,02,48
141,\core\event\course_viewed,core,viewed,course,2020,08,12,21,05,48
48,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,12,21,06,16
48,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,12,21,06,16
48,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,08,12,21,06,17
141,\core\event\user_loggedout,core,loggedout,user,2020,08,12,21,06,19
48,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,12,21,06,39
48,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,12,21,06,39
48,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,08,12,21,06,53
141,\core\event\user_loggedin,core,loggedin,user,2020,08,12,21,07,02
141,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,21,07,03
48,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,12,21,07,07
48,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,12,21,07,07
48,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,08,12,21,07,07
63,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,21,07,45
141,\core\event\course_viewed,core,viewed,course,2020,08,12,21,07,46
63,\core\event\course_viewed,core,viewed,course,2020,08,12,21,08,14
63,\core\event\course_viewed,core,viewed,course,2020,08,12,21,08,16
63,\core\event\course_viewed,core,viewed,course,2020,08,12,21,08,18
63,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,08,20
63,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,08,20
63,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,08,21
63,\core\event\course_viewed,core,viewed,course,2020,08,12,21,08,34
63,\core\event\course_viewed,core,viewed,course,2020,08,12,21,08,35
141,\core\event\course_viewed,core,viewed,course,2020,08,12,21,09,03
141,\core\event\course_viewed,core,viewed,course,2020,08,12,21,09,05
141,\core\event\course_viewed,core,viewed,course,2020,08,12,21,09,05
141,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,09,07
141,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,09,09
57,\core\event\course_viewed,core,viewed,course,2020,08,12,21,09,38
57,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,09,53
57,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,09,53
57,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,10,00
63,\core\event\course_viewed,core,viewed,course,2020,08,12,21,10,07
63,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,10,09
63,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,10,09
63,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,10,10
57,\core\event\course_viewed,core,viewed,course,2020,08,12,21,11,32
57,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,11,52
57,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,11,56
57,\core\event\course_viewed,core,viewed,course,2020,08,12,21,12,02
57,\core\event\course_viewed,core,viewed,course,2020,08,12,21,12,08
57,\mod_forum\event\course_module_viewed,mod_forum,viewed,course_module,2020,08,12,21,12,35
57,\mod_forum\event\discussion_viewed,mod_forum,viewed,discussion,2020,08,12,21,13,07
57,\core\event\course_viewed,core,viewed,course,2020,08,12,21,13,36
57,\core\event\course_viewed,core,viewed,course,2020,08,12,21,13,45
57,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,13,59
57,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,14,12
57,\core\event\course_viewed,core,viewed,course,2020,08,12,21,14,27
57,\core\event\course_viewed,core,viewed,course,2020,08,12,21,14,31
57,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,14,55
57,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,14,58
57,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,21,15,09
57,\giant\event\resource_liked,giant,liked,resource,2020,08,12,21,17,14
57,\giant\event\resource_commented,giant,commented,resource,2020,08,12,21,17,45
57,\core\event\course_viewed,core,viewed,course,2020,08,12,21,18,12
57,\core\event\course_viewed,core,viewed,course,2020,08,12,21,18,12
57,\core\event\course_viewed,core,viewed,course,2020,08,12,21,18,15
57,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,18,19
57,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,18,19
57,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,18,24
57,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,21,19,19
57,\core\event\course_viewed,core,viewed,course,2020,08,12,21,19,53
57,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,21,20,01
57,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,21,20,02
141,\core\event\course_viewed,core,viewed,course,2020,08,12,21,20,37
141,\core\event\course_viewed,core,viewed,course,2020,08,12,21,20,39
141,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,20,41
141,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,20,42
142,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,12,21,23,31
142,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,12,21,25,16
142,\giant\event\extended_challenge_selected,giant,selected,extended_challenge,2020,08,12,21,25,27
142,\core\event\user_graded,core,graded,user,2020,08,12,21,25,27
-1,\core\event\user_graded,core,graded,user,2020,08,12,21,25,27
142,\core\event\course_module_completion_updated,core,updated,course_module_completion,2020,08,12,21,25,27
142,\mod_scorm\event\status_submitted,mod_scorm,submitted,status,2020,08,12,21,25,27
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,28,54
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,28,56
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,28,59
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,28,59
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,29,01
48,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,12,21,29,44
48,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,12,21,29,44
48,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,08,12,21,29,44
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,33,43
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,34,07
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,34,09
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,34,09
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,34,11
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,34,29
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,34,30
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,34,32
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,34,35
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,34,35
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,34,37
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,34,52
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,34,53
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,34,56
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,35,00
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,35,02
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,35,11
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,35,12
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,35,14
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,35,16
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,35,16
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,35,19
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,35,30
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,35,31
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,35,33
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,35,35
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,35,35
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,35,37
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,35,55
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,35,56
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,35,59
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,35,59
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,36,00
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,36,24
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,36,25
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,36,27
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,36,27
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,36,28
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,36,39
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,36,40
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,36,42
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,36,42
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,36,44
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,36,52
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,36,53
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,36,56
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,36,56
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,36,58
63,\core\event\user_loggedout,core,loggedout,user,2020,08,12,21,38,16
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,39,59
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,40,00
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,40,02
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,40,02
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,40,04
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,40,12
142,\core\event\course_viewed,core,viewed,course,2020,08,12,21,40,13
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,40,17
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,21,40,17
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,40,19
48,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,12,21,42,18
48,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,12,21,42,18
48,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,12,21,43,20
48,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,12,21,43,20
48,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,08,12,21,43,21
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,51,48
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,55,15
141,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,55,17
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,55,38
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,56,12
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,56,23
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,58,26
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,59,00
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,21,59,37
142,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,22,00,26
141,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,02,07
141,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,02,33
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,02,43
141,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,03,00
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,03,01
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,03,29
142,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,22,03,35
141,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,05,22
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,05,56
141,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,22,06,20
142,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,22,09,57
142,\giant\event\resource_created,giant,created,resource,2020,08,12,22,14,31
142,\core\event\course_viewed,core,viewed,course,2020,08,12,22,14,50
142,\core\event\course_viewed,core,viewed,course,2020,08,12,22,14,52
142,\core\event\course_viewed,core,viewed,course,2020,08,12,22,15,40
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,15,41
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,15,41
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,15,44
142,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,22,15,46
141,\giant\event\resource_Scored,giant,Scored,resource,2020,08,12,22,15,48
142,\giant\event\resource_Scored,giant,Scored,resource,2020,08,12,22,15,52
142,\giant\event\resource_Scored,giant,Scored,resource,2020,08,12,22,15,54
142,\giant\event\resource_liked,giant,liked,resource,2020,08,12,22,15,55
142,\giant\event\resource_liked,giant,liked,resource,2020,08,12,22,15,59
142,\giant\event\resource_Scored,giant,Scored,resource,2020,08,12,22,16,00
141,\giant\event\resource_liked,giant,liked,resource,2020,08,12,22,16,03
141,\giant\event\resource_liked,giant,liked,resource,2020,08,12,22,16,08
141,\giant\event\resource_liked,giant,liked,resource,2020,08,12,22,16,10
141,\giant\event\resource_liked,giant,liked,resource,2020,08,12,22,16,12
142,\giant\event\resource_commented,giant,commented,resource,2020,08,12,22,16,40
142,\giant\event\resource_commented,giant,commented,resource,2020,08,12,22,17,20
142,\core\event\user_graded,core,graded,user,2020,08,12,22,17,21
-1,\core\event\user_graded,core,graded,user,2020,08,12,22,17,21
142,\core\event\course_module_completion_updated,core,updated,course_module_completion,2020,08,12,22,17,21
142,\mod_scorm\event\status_submitted,mod_scorm,submitted,status,2020,08,12,22,17,21
142,\core\event\course_viewed,core,viewed,course,2020,08,12,22,18,16
142,\core\event\course_viewed,core,viewed,course,2020,08,12,22,18,23
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,18,27
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,18,27
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,18,29
141,\core\event\course_viewed,core,viewed,course,2020,08,12,22,21,58
141,\core\event\course_viewed,core,viewed,course,2020,08,12,22,22,00
141,\core\event\course_viewed,core,viewed,course,2020,08,12,22,22,01
141,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,22,04
141,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,22,04
141,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,22,06
141,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,22,36,56
141,\core\event\course_viewed,core,viewed,course,2020,08,12,22,37,18
141,\core\event\course_viewed,core,viewed,course,2020,08,12,22,37,20
141,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,37,22
141,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,37,22
142,\core\event\course_viewed,core,viewed,course,2020,08,12,22,37,23
142,\core\event\course_viewed,core,viewed,course,2020,08,12,22,37,24
141,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,37,24
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,37,26
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,37,26
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,37,28
141,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,22,37,28
142,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,22,37,33
141,\giant\event\resource_Scored,giant,Scored,resource,2020,08,12,22,37,58
141,\giant\event\resource_liked,giant,liked,resource,2020,08,12,22,38,06
142,\core\event\user_profile_viewed,core,viewed,user_profile,2020,08,12,22,38,26
141,\giant\event\resource_commented,giant,commented,resource,2020,08,12,22,38,33
142,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,22,41,49
142,\core\event\message_sent,core,sent,message,2020,08,12,22,42,05
141,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,42,13
141,\core\event\message_viewed,core,viewed,message,2020,08,12,22,42,21
142,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,22,42,22
141,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,22,42,26
142,\core\event\notification_sent,core,sent,notification,2020,08,12,22,42,48
141,\core\event\notification_viewed,core,viewed,notification,2020,08,12,22,42,48
142,\core\event\message_contact_added,core,added,message_contact,2020,08,12,22,43,12
141,\core\event\message_sent,core,sent,message,2020,08,12,22,43,16
141,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,22,43,32
142,\core\event\message_viewed,core,viewed,message,2020,08,12,22,43,37
141,\core\event\course_viewed,core,viewed,course,2020,08,12,22,43,58
142,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,22,44,17
142,\core\event\course_viewed,core,viewed,course,2020,08,12,22,44,21
142,\core\event\message_sent,core,sent,message,2020,08,12,22,44,48
141,\core\event\message_sent,core,sent,message,2020,08,12,22,44,49
142,\core\event\message_viewed,core,viewed,message,2020,08,12,22,45,00
141,\core\event\message_viewed,core,viewed,message,2020,08,12,22,45,01
142,\core\event\message_sent,core,sent,message,2020,08,12,22,45,01
141,\core\event\message_viewed,core,viewed,message,2020,08,12,22,45,11
141,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,22,46,32
141,\core\event\course_viewed,core,viewed,course,2020,08,12,22,46,36
142,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,12,22,46,46
142,\core\event\course_viewed,core,viewed,course,2020,08,12,22,46,50
141,\core\event\course_viewed,core,viewed,course,2020,08,12,22,46,54
141,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,46,56
141,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,46,57
142,\core\event\course_viewed,core,viewed,course,2020,08,12,22,48,04
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,48,06
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,48,06
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,48,09
142,\core\event\course_viewed,core,viewed,course,2020,08,12,22,48,12
142,\core\event\course_viewed,core,viewed,course,2020,08,12,22,48,13
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,48,25
142,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,12,22,48,25
142,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,12,22,48,27
142,\giant\event\note_created,giant,created,note,2020,08,12,22,50,25
142,\giant\event\note_created,giant,created,note,2020,08,12,22,52,29
142,\core\event\user_graded,core,graded,user,2020,08,12,22,53,04
-1,\core\event\user_graded,core,graded,user,2020,08,12,22,53,04
142,\core\event\course_module_completion_updated,core,updated,course_module_completion,2020,08,12,22,53,04
142,\mod_scorm\event\status_submitted,mod_scorm,submitted,status,2020,08,12,22,53,04
142,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,22,53,20
142,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,22,56,07
141,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,12,22,59,53
