userid,eventname,component,action,target,year,month,day,hour,minute,second
132,\core\event\course_viewed,core,viewed,course,2020,08,24,03,16,55
69,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,03,16,57
132,\core\event\course_viewed,core,viewed,course,2020,08,24,03,16,58
69,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,03,16,58
68,\giant\event\resource_liked,giant,liked,resource,2020,08,24,03,18,17
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,18,40
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,18,41
68,\mod_lesson\event\lesson_started,mod_lesson,started,lesson,2020,08,24,03,20,08
68,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,03,20,08
68,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,03,20,08
125,\giant\event\note_created,giant,created,note,2020,08,24,03,20,12
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,21,31
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,21,32
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,21,35
68,\mod_lesson\event\lesson_started,mod_lesson,started,lesson,2020,08,24,03,21,40
68,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,03,21,40
68,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,03,21,40
68,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,03,21,40
68,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,03,21,40
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,22,35
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,22,37
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,22,40
68,\mod_lesson\event\lesson_started,mod_lesson,started,lesson,2020,08,24,03,22,44
68,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,03,22,44
68,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,03,22,44
68,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,03,22,44
68,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,03,22,44
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,23,50
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,23,51
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,23,53
68,\mod_page\event\course_module_viewed,mod_page,viewed,course_module,2020,08,24,03,23,56
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,28,17
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,28,18
125,\giant\event\note_created,giant,created,note,2020,08,24,03,28,45
68,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,03,29,00
125,\giant\event\note_created,giant,created,note,2020,08,24,03,29,13
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,30,05
68,\core\event\course_viewed,core,viewed,course,2020,08,24,03,30,06
68,\core\event\user_loggedout,core,loggedout,user,2020,08,24,03,30,26
125,\giant\event\note_created,giant,created,note,2020,08,24,03,37,00
125,\giant\event\note_created,giant,created,note,2020,08,24,03,37,20
125,\giant\event\note_created,giant,created,note,2020,08,24,03,38,17
125,\giant\event\note_created,giant,created,note,2020,08,24,03,40,14
125,\giant\event\note_created,giant,created,note,2020,08,24,03,41,01
125,\giant\event\note_created,giant,created,note,2020,08,24,03,52,48
80,\core\event\user_loggedin,core,loggedin,user,2020,08,24,03,53,41
80,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,03,53,41
80,\core\event\course_viewed,core,viewed,course,2020,08,24,03,53,47
80,\core\event\course_viewed,core,viewed,course,2020,08,24,03,53,54
80,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,03,53,56
80,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,03,53,56
80,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,03,53,58
80,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,24,03,54,05
80,\core\event\course_viewed,core,viewed,course,2020,08,24,03,54,41
80,\core\event\course_viewed,core,viewed,course,2020,08,24,03,54,42
80,\core\event\course_viewed,core,viewed,course,2020,08,24,03,54,48
80,\mod_page\event\course_module_viewed,mod_page,viewed,course_module,2020,08,24,03,54,53
125,\giant\event\note_created,giant,created,note,2020,08,24,03,55,31
125,\giant\event\note_created,giant,created,note,2020,08,24,04,00,55
125,\giant\event\note_created,giant,created,note,2020,08,24,04,02,54
125,\giant\event\note_created,giant,created,note,2020,08,24,04,03,54
125,\giant\event\note_created,giant,created,note,2020,08,24,04,03,54
125,\giant\event\note_created,giant,created,note,2020,08,24,04,06,34
125,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,24,04,15,07
133,\giant\event\resource_Scored,giant,Scored,resource,2020,08,24,04,15,13
133,\giant\event\resource_liked,giant,liked,resource,2020,08,24,04,15,13
133,\giant\event\resource_Scored,giant,Scored,resource,2020,08,24,04,15,14
125,\core\event\course_viewed,core,viewed,course,2020,08,24,04,15,31
125,\core\event\course_viewed,core,viewed,course,2020,08,24,04,15,34
125,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,04,15,37
125,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,04,15,39
133,\giant\event\resource_commented,giant,commented,resource,2020,08,24,04,20,30
133,\giant\event\resource_Scored,giant,Scored,resource,2020,08,24,04,21,38
133,\giant\event\resource_Scored,giant,Scored,resource,2020,08,24,04,21,38
125,\giant\event\note_created,giant,created,note,2020,08,24,04,23,13
125,\giant\event\note_created,giant,created,note,2020,08,24,04,23,15
125,\giant\event\note_created,giant,created,note,2020,08,24,04,25,31
133,\giant\event\resource_commented,giant,commented,resource,2020,08,24,04,26,51
133,\core\event\course_module_completion_updated,core,updated,course_module_completion,2020,08,24,04,26,52
133,\mod_scorm\event\status_submitted,mod_scorm,submitted,status,2020,08,24,04,26,52
133,\giant\event\resource_Scored,giant,Scored,resource,2020,08,24,04,28,27
133,\giant\event\resource_liked,giant,liked,resource,2020,08,24,04,28,41
133,\giant\event\resource_liked,giant,liked,resource,2020,08,24,04,28,41
133,\core\event\course_viewed,core,viewed,course,2020,08,24,04,29,04
133,\core\event\course_viewed,core,viewed,course,2020,08,24,04,29,09
133,\core\event\course_viewed,core,viewed,course,2020,08,24,04,29,32
133,\core\event\course_viewed,core,viewed,course,2020,08,24,04,29,40
125,\giant\event\note_created,giant,created,note,2020,08,24,04,29,59
125,\giant\event\note_created,giant,created,note,2020,08,24,04,30,05
125,\giant\event\note_created,giant,created,note,2020,08,24,04,30,12
133,\core\event\course_viewed,core,viewed,course,2020,08,24,04,30,31
133,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,04,30,35
133,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,04,30,36
133,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,04,30,41
125,\giant\event\note_created,giant,created,note,2020,08,24,04,31,53
133,\core\event\course_viewed,core,viewed,course,2020,08,24,04,33,54
133,\core\event\course_viewed,core,viewed,course,2020,08,24,04,34,00
133,\core\event\course_viewed,core,viewed,course,2020,08,24,04,34,22
133,\core\event\course_viewed,core,viewed,course,2020,08,24,04,34,27
133,\core\event\course_viewed,core,viewed,course,2020,08,24,04,35,00
133,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,04,35,48
133,\core\event\course_viewed,core,viewed,course,2020,08,24,04,36,04
133,\core\event\course_viewed,core,viewed,course,2020,08,24,04,36,10
133,\core\event\course_viewed,core,viewed,course,2020,08,24,04,37,09
133,\core\event\user_loggedout,core,loggedout,user,2020,08,24,04,37,16
125,\giant\event\note_created,giant,created,note,2020,08,24,04,37,38
125,\giant\event\note_created,giant,created,note,2020,08,24,04,47,54
125,\giant\event\note_created,giant,created,note,2020,08,24,04,48,38
125,\giant\event\note_created,giant,created,note,2020,08,24,04,48,43
125,\giant\event\note_created,giant,created,note,2020,08,24,04,49,37
125,\core\event\course_module_completion_updated,core,updated,course_module_completion,2020,08,24,04,51,23
125,\mod_scorm\event\status_submitted,mod_scorm,submitted,status,2020,08,24,04,51,23
125,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,24,04,51,38
125,\giant\event\resource_liked,giant,liked,resource,2020,08,24,04,57,16
125,\giant\event\resource_unliked,giant,unliked,resource,2020,08,24,04,57,19
125,\giant\event\resource_Scored,giant,Scored,resource,2020,08,24,04,57,20
125,\giant\event\resource_liked,giant,liked,resource,2020,08,24,04,57,24
125,\giant\event\resource_Scored,giant,Scored,resource,2020,08,24,04,57,25
125,\giant\event\note_created,giant,created,note,2020,08,24,05,00,07
125,\giant\event\note_created,giant,created,note,2020,08,24,05,09,57
125,\giant\event\note_created,giant,created,note,2020,08,24,05,10,43
125,\giant\event\note_created,giant,created,note,2020,08,24,05,13,17
125,\giant\event\note_created,giant,created,note,2020,08,24,05,15,55
125,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,24,05,22,29
125,\giant\event\resource_commented,giant,commented,resource,2020,08,24,05,23,52
125,\giant\event\resource_commented,giant,commented,resource,2020,08,24,05,29,06
125,\core\event\course_viewed,core,viewed,course,2020,08,24,05,29,31
125,\core\event\course_viewed,core,viewed,course,2020,08,24,05,29,34
125,\core\event\course_viewed,core,viewed,course,2020,08,24,05,29,40
125,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,05,29,43
125,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,05,29,43
125,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,05,29,45
125,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,24,05,30,15
125,\core\event\course_viewed,core,viewed,course,2020,08,24,05,30,35
125,\core\event\course_viewed,core,viewed,course,2020,08,24,05,30,38
112,\core\event\user_loggedin,core,loggedin,user,2020,08,24,05,53,58
112,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,05,53,58
112,\core\event\course_viewed,core,viewed,course,2020,08,24,05,54,17
112,\core\event\course_viewed,core,viewed,course,2020,08,24,05,54,21
112,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,05,54,22
112,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,05,54,24
112,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,24,05,54,27
112,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,24,05,58,38
140,\core\event\user_loggedin,core,loggedin,user,2020,08,24,08,43,55
140,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,08,43,56
140,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,08,59,06
140,\core\event\course_viewed,core,viewed,course,2020,08,24,08,59,13
140,\core\event\course_viewed,core,viewed,course,2020,08,24,08,59,15
140,\core\event\course_viewed,core,viewed,course,2020,08,24,08,59,27
140,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,08,59,29
140,\core\event\course_viewed,core,viewed,course,2020,08,24,08,59,37
140,\core\event\course_viewed,core,viewed,course,2020,08,24,08,59,39
140,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,08,59,41
140,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,08,59,41
140,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,08,59,53
140,\core\event\course_viewed,core,viewed,course,2020,08,24,09,03,08
140,\core\event\course_viewed,core,viewed,course,2020,08,24,09,03,12
140,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,09,03,14
140,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,09,03,14
140,\mod_scorm\event\status_submitted,mod_scorm,submitted,status,2020,08,24,09,03,22
140,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,09,03,22
140,\core\event\course_viewed,core,viewed,course,2020,08,24,10,09,43
100,\core\event\user_loggedin,core,loggedin,user,2020,08,24,12,59,37
100,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,12,59,37
100,\core\event\course_viewed,core,viewed,course,2020,08,24,12,59,48
100,\core\event\course_viewed,core,viewed,course,2020,08,24,12,59,53
100,\mod_lesson\event\lesson_started,mod_lesson,started,lesson,2020,08,24,12,59,56
100,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,12,59,56
100,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,12,59,56
100,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,12,59,56
100,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,12,59,56
141,\core\event\user_login_failed,core,failed,user_login,2020,08,24,14,36,32
141,\core\event\user_loggedin,core,loggedin,user,2020,08,24,14,36,48
141,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,14,36,55
141,\core\event\course_viewed,core,viewed,course,2020,08,24,14,37,01
141,\core\event\course_viewed,core,viewed,course,2020,08,24,14,37,47
141,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,14,38,38
141,\mod_lesson\event\lesson_restarted,mod_lesson,restarted,lesson,2020,08,24,14,38,38
141,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,14,38,38
10,\core\event\user_login_failed,core,failed,user_login,2020,08,24,14,52,18
10,\core\event\user_loggedin,core,loggedin,user,2020,08,24,14,52,25
10,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,14,52,26
10,\core\event\course_viewed,core,viewed,course,2020,08,24,14,52,32
10,\core\event\course_viewed,core,viewed,course,2020,08,24,14,52,42
10,\core\event\course_viewed,core,viewed,course,2020,08,24,14,53,02
10,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,14,53,04
10,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,14,53,09
10,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,14,57,44
10,\core\event\course_viewed,core,viewed,course,2020,08,24,14,58,11
10,\core\event\course_viewed,core,viewed,course,2020,08,24,14,58,13
10,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,14,58,15
10,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,14,58,15
10,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,14,58,17
10,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,14,58,42
10,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,14,58,47
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,00,04
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,00,42
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,01,15
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,01,58
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,02,07
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,02,11
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,02,16
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,03,38
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,04,09
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,04,22
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,04,25
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,04,38
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,04,41
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,04,45
110,\core\event\user_loggedin,core,loggedin,user,2020,08,24,15,05,00
110,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,15,05,00
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,05,19
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,05,46
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,05,51
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,05,51
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,05,51
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,05,51
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,05,51
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,06,07
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,06,55
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,07,06
110,\core\event\course_viewed,core,viewed,course,2020,08,24,15,07,16
110,\core\event\course_viewed,core,viewed,course,2020,08,24,15,07,22
110,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,15,07,24
110,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,15,07,24
110,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,15,07,26
10,\core\event\course_viewed,core,viewed,course,2020,08,24,15,08,34
10,\core\event\course_viewed,core,viewed,course,2020,08,24,15,08,35
10,\core\event\course_viewed,core,viewed,course,2020,08,24,15,09,18
10,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,15,09,19
10,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,15,09,19
10,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,15,09,21
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,12,11
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,12,20
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,15,58
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,16,36
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,19,33
10,\core\event\user_profile_viewed,core,viewed,user_profile,2020,08,24,15,19,49
110,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,24,15,20,43
110,\core\event\course_module_completion_updated,core,updated,course_module_completion,2020,08,24,15,21,09
110,\mod_scorm\event\status_submitted,mod_scorm,submitted,status,2020,08,24,15,21,09
110,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,24,15,21,17
110,\core\event\course_viewed,core,viewed,course,2020,08,24,15,24,56
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,33,26
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,35,05
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,38,33
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,40,55
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,43,34
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,46,20
88,\core\event\user_loggedin,core,loggedin,user,2020,08,24,15,47,49
88,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,15,47,50
88,\core\event\course_viewed,core,viewed,course,2020,08,24,15,47,56
88,\core\event\course_viewed,core,viewed,course,2020,08,24,15,48,02
88,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,15,48,05
88,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,15,48,05
88,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,15,48,07
10,\core\event\user_loggedin,core,loggedin,user,2020,08,24,15,49,42
10,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,15,49,42
10,\core\event\course_viewed,core,viewed,course,2020,08,24,15,49,45
10,\core\event\course_viewed,core,viewed,course,2020,08,24,15,49,56
10,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,15,50,17
10,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,15,50,17
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,50,26
10,\core\event\course_viewed,core,viewed,course,2020,08,24,15,50,29
10,\core\event\course_viewed,core,viewed,course,2020,08,24,15,50,30
10,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,15,50,32
10,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,15,50,32
10,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,15,50,32
10,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,15,50,32
10,\core\event\course_viewed,core,viewed,course,2020,08,24,15,50,42
10,\core\event\course_viewed,core,viewed,course,2020,08,24,15,50,42
10,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,15,50,44
10,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,15,50,44
10,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,15,50,51
10,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,15,50,51
10,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,08,24,15,50,51
10,\core\event\course_viewed,core,viewed,course,2020,08,24,15,51,14
10,\core\event\course_viewed,core,viewed,course,2020,08,24,15,51,14
10,\mod_page\event\course_module_viewed,mod_page,viewed,course_module,2020,08,24,15,51,16
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,52,23
10,\giant\event\extended_challenge_team_viewed,giant,viewed,extended_challenge_team,2020,08,24,15,55,00
4,\core\event\user_loggedin,core,loggedin,user,2020,08,24,16,00,20
4,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,16,00,20
4,\core\event\course_viewed,core,viewed,course,2020,08,24,16,00,26
4,\core\event\course_viewed,core,viewed,course,2020,08,24,16,00,32
4,\mod_page\event\course_module_viewed,mod_page,viewed,course_module,2020,08,24,16,00,34
10,\core\event\course_viewed,core,viewed,course,2020,08,24,16,01,29
10,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,16,01,33
10,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,16,01,33
10,\core\event\course_viewed,core,viewed,course,2020,08,24,16,05,45
10,\core\event\course_viewed,core,viewed,course,2020,08,24,16,05,46
10,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,16,05,53
10,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,16,05,53
10,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,16,05,53
10,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,16,05,53
10,\core\event\course_viewed,core,viewed,course,2020,08,24,16,07,32
10,\core\event\course_viewed,core,viewed,course,2020,08,24,16,07,33
10,\core\event\course_viewed,core,viewed,course,2020,08,24,16,07,35
10,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,16,07,36
10,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,16,07,36
10,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,08,24,16,07,36
10,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,08,24,16,07,36
88,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,24,16,07,50
88,\giant\event\resource_liked,giant,liked,resource,2020,08,24,16,09,03
88,\giant\event\resource_liked,giant,liked,resource,2020,08,24,16,09,04
88,\giant\event\resource_Scored,giant,Scored,resource,2020,08,24,16,09,06
110,\core\event\course_viewed,core,viewed,course,2020,08,24,16,11,59
110,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,16,12,02
110,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,08,24,16,12,02
110,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,08,24,16,12,04
110,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,08,24,16,12,10
10,\core\event\course_viewed,core,viewed,course,2020,08,24,16,16,48
10,\core\event\course_viewed,core,viewed,course,2020,08,24,16,16,53
2,\core\event\user_loggedin,core,loggedin,user,2020,08,24,16,20,44
2,\core\event\dashboard_viewed,core,viewed,dashboard,2020,08,24,16,20,44
2,\core\event\course_viewed,core,viewed,course,2020,08,24,16,20,49
2,\core\event\course_viewed,core,viewed,course,2020,08,24,16,20,50
2,\core\event\course_viewed,core,viewed,course,2020,08,24,16,20,58
2,\core\event\course_viewed,core,viewed,course,2020,08,24,16,21,02
2,\core\event\course_viewed,core,viewed,course,2020,08,24,16,21,05
88,\giant\event\resource_created,giant,created,resource,2020,08,24,16,25,30
2,\core\event\course_module_created,core,created,course_module,2020,08,24,16,28,17
2,\core\event\course_viewed,core,viewed,course,2020,08,24,16,28,17
2,\core\event\course_viewed,core,viewed,course,2020,08,24,16,28,55
110,\giant\event\resource_liked,giant,liked,resource,2020,08,24,16,30,00
110,\giant\event\resource_liked,giant,liked,resource,2020,08,24,16,30,03
110,\giant\event\resource_liked,giant,liked,resource,2020,08,24,16,30,06
110,\giant\event\resource_commented,giant,commented,resource,2020,08,24,16,31,45
88,\giant\event\resource_commented,giant,commented,resource,2020,08,24,16,34,43
2,\core\event\grade_item_created,core,created,grade_item,2020,08,24,16,34,43
2,\core\event\course_module_created,core,created,course_module,2020,08,24,16,34,43
2,\core\event\grade_item_updated,core,updated,grade_item,2020,08,24,16,34,43
2,\core\event\grade_item_updated,core,updated,grade_item,2020,08,24,16,34,43
2,\core\event\course_viewed,core,viewed,course,2020,08,24,16,34,43
2,\core\event\grade_item_created,core,created,grade_item,2020,08,24,16,34,58
2,\core\event\grade_item_updated,core,updated,grade_item,2020,08,24,16,34,58
2,\core\event\course_module_created,core,created,course_module,2020,08,24,16,34,58
2,\core\event\course_viewed,core,viewed,course,2020,08,24,16,34,59
2,\core\event\grade_item_created,core,created,grade_item,2020,08,24,16,35,02
2,\core\event\grade_item_updated,core,updated,grade_item,2020,08,24,16,35,02
2,\core\event\course_module_created,core,created,course_module,2020,08,24,16,35,02
2,\core\event\course_viewed,core,viewed,course,2020,08,24,16,35,03
2,\core\event\course_module_updated,core,updated,course_module,2020,08,24,16,35,18
2,\core\event\grade_item_updated,core,updated,grade_item,2020,08,24,16,35,18
2,\mod_assign\event\course_module_viewed,mod_assign,viewed,course_module,2020,08,24,16,35,22
2,\mod_assign\event\submission_status_viewed,mod_assign,viewed,submission_status,2020,08,24,16,35,22
2,\core\event\course_viewed,core,viewed,course,2020,08,24,16,35,24
2,\core\event\course_module_updated,core,updated,course_module,2020,08,24,16,35,40
