x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109
-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,10.344523880388426,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507,-0.09578262852211507
-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,10.344523880388442,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152
-0.15464031546978338,7.233218500612164,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,2.212343577061326,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,6.946311362123545,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338,-0.15464031546978338
-0.3815629564951036,-0.29708693295150246,1.4487508869495873,2.828525938161739,7.784452652719671,-0.015500187806165376,0.06897583573743575,-0.18445223489336762,-0.3815629564951036,-0.3815629564951036,1.7021789575803907,1.7021789575803907,0.8011013731153122,0.12529318476650317,-0.015500187806165376,-0.043658862320699085,-0.07181753683523279,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,3.1101126833070762,-0.21261090940790134,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,0.06897583573743575,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.0999762113497665,-0.3534042819805699,1.3079575143769189,2.546939193016402,0.5476733024845087,0.998212094717048,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,0.7729426986007785,-0.1562935603788339,-0.26892825843696877,-0.26892825843696877,-0.3815629564951036,-0.24076958392243503,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,0.43503860442637393,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.21261090940790134,-0.3815629564951036,-0.3815629564951036,0.3505625808827728,0.6039906515135762,0.2660865573391717,-0.29708693295150246,-0.32524560746603615,-0.3815629564951036,0.237927882824638,-0.3815629564951036,0.012658486708368331,-0.015500187806165376,-0.24076958392243503,-0.26892825843696877,-0.3815629564951036,-0.043658862320699085,-0.32524560746603615,0.4631972789409077,-0.3815629564951036,-0.3815629564951036,-0.32524560746603615,-0.24076958392243503,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3534042819805699,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3534042819805699,-0.0999762113497665,-0.29708693295150246,-0.3534042819805699,-0.3534042819805699,-0.1562935603788339,-0.3534042819805699,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3815629564951036,-0.3534042819805699,-0.3815629564951036
-0.22939614241477005,-0.1133674671330534,1.6850769997335544,2.2072060385012793,9.168926555404276,0.11868988343037985,2.381249051423854,0.9308906104023963,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,0.46677590927552975,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.1133674671330534,0.11868988343037985,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.1713818047739117,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.1133674671330534,-0.1133674671330534,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,0.7568475974798213,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.1133674671330534,-0.1713818047739117,-0.1133674671330534,-0.22939614241477005,-0.22939614241477005,-0.05535312949219509,-0.1713818047739117,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.1713818047739117,-0.22939614241477005,-0.1713818047739117,-0.22939614241477005,0.0026612081486632223,0.0026612081486632223,-0.22939614241477005,2.033163025578704,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.1713818047739117,-0.1713818047739117,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.1133674671330534,0.46677590927552975,0.060675545789521536,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005,-0.22939614241477005
-0.22065081829778949,-0.1321197537783083,1.1368255043342552,1.3729083430528717,8.248821020732578,-0.10260939893848124,3.9550643915377397,2.70087431084509,0.34004592365892466,-0.14687493119822184,1.800808488230364,1.800808488230364,1.0925599720745147,0.13347343978013523,-0.2649163505575301,-0.19114046345796243,-0.23540599571770301,-0.08785422151856771,-0.1763852860380489,-0.23540599571770301,-0.22065081829778949,-0.1321197537783083,0.5023528752779735,-0.23540599571770301,-0.07309904409865418,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.1321197537783083,-0.25016117313761654,-0.19114046345796243,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.16163010861813537,-0.02883351183891359,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.23540599571770301,-0.2649163505575301,-0.20589564087787596,-0.2649163505575301,-0.22065081829778949,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,0.03018719784074053,-0.10260939893848124,-0.23540599571770301,-0.22065081829778949,-0.2649163505575301,-0.2649163505575301,-0.19114046345796243,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.22065081829778949,-0.22065081829778949,-0.22065081829778949,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301,-0.07309904409865418,-0.2649163505575301,-0.2649163505575301,-0.2649163505575301
-0.0957826285221152,10.344523880388442,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152,-0.0957826285221152
-0.22152192700088882,-0.22152192700088882,0.43328187077800967,0.43328187077800967,7.717974121068256,-0.22152192700088882,0.9243847191121836,0.6788332949450966,-0.22152192700088882,-0.22152192700088882,4.280254182729038,4.280254182729038,2.3158427893923426,-0.1396714522785265,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.1396714522785265,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,0.18773044661092272,0.10587997188856042,-0.22152192700088882,0.02402949716619811,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.1396714522785265,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.1396714522785265,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882,-0.22152192700088882
-0.09578262852211468,10.344523880388383,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468,-0.09578262852211468
5.926628884866714,-0.22577633847111292,2.8504262731978005,2.8504262731978005,5.926628884866714,-0.22577633847111292,2.8504262731978005,2.8504262731978005,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292,-0.22577633847111292
